hhid	mauzaid	setid	panel_settlement	hh_gps_north	hh_gps_east	district
16431	143	1	13	28.2544	69.97777	"RAHIM YAR KHAN"
14150	143	1	6	28.25162	69.97522	"RAHIM YAR KHAN"
16273	143	1	9	28.24885	69.97908	"RAHIM YAR KHAN"
16192	143	1	3	28.24745	69.97845	"RAHIM YAR KHAN"
15120	143	1	15	28.24868	69.97407	"RAHIM YAR KHAN"
16256	143	1	9	28.24912	69.97935	"RAHIM YAR KHAN"
15978	143	1	14	28.25788	69.97723	"RAHIM YAR KHAN"
16067	143	1	14	28.25648	69.97787	"RAHIM YAR KHAN"
17123	143	1	17	28.2565	69.97218	"RAHIM YAR KHAN"
14133	143	1	7	28.24963	69.97797	"RAHIM YAR KHAN"
15789	143	2	24	28.28125	69.96225	"RAHIM YAR KHAN"
15786	143	2	24	28.28053	69.9639	"RAHIM YAR KHAN"
15815	143	2	24	28.2804	69.96245	"RAHIM YAR KHAN"
15920	143	99	13	28.25685	69.98357	"RAHIM YAR KHAN"
47862	145	1	31	28.9782	70.67555	"RAHIM YAR KHAN"
47049	145	1	23	28.95542	70.68311	"RAHIM YAR KHAN"
46920	145	1	29	28.95148	70.68175	"RAHIM YAR KHAN"
46868	145	1	27	28.95045	70.6811	"RAHIM YAR KHAN"
46878	145	1	27	28.9509	70.68056	"RAHIM YAR KHAN"
48151	145	1	19	28.95113	70.67696	"RAHIM YAR KHAN"
47785	145	2	6	28.9716	70.67834	"RAHIM YAR KHAN"
47831	145	2	6	28.97237	70.67748	"RAHIM YAR KHAN"
47776	145	2	6	28.97205	70.67858	"RAHIM YAR KHAN"
47769	145	2	6	28.97228	70.67838	"RAHIM YAR KHAN"
47647	145	2	6	28.97097	70.68007	"RAHIM YAR KHAN"
48070	145	99	10	28.96645	70.68549	"RAHIM YAR KHAN"
48025	145	99	7	28.96117	70.6801	"RAHIM YAR KHAN"
47923	145	99	2	28.96903	70.66801	"RAHIM YAR KHAN"
48114	145	99	15	28.95485	70.67451	"RAHIM YAR KHAN"
48016	145	99	7	28.95858	70.68098	"RAHIM YAR KHAN"
100129	146	1	14	28.60123	70.31247	"RAHIM YAR KHAN"
100122	146	1	14	28.60793	70.31617	"RAHIM YAR KHAN"
100195	146	2	19	28.59005	70.3084	"RAHIM YAR KHAN"
100176	146	2	19	28.59817	70.31755	"RAHIM YAR KHAN"
100175	146	2	19	28.59782	70.31765	"RAHIM YAR KHAN"
100248	146	2	19	28.58903	70.30763	"RAHIM YAR KHAN"
100173	146	2	19	28.59823	70.31786	"RAHIM YAR KHAN"
100202	146	3	6	28.60702	70.3196	"RAHIM YAR KHAN"
100059	146	99	12	28.59837	70.30217	"RAHIM YAR KHAN"
100321	146	99	16	28.59007	70.29148	"RAHIM YAR KHAN"
100259	146	99	0	28.58673	70.30615	"RAHIM YAR KHAN"
100231	146	99	8	28.58903	70.29857	"RAHIM YAR KHAN"
100156	146	99	17	28.59968	70.30808	"RAHIM YAR KHAN"
100322	146	99	16	28.59117	70.29065	"RAHIM YAR KHAN"
99982	146	99	11	28.59313	70.30241	"RAHIM YAR KHAN"
100077	146	99	18	28.6007	70.3161	"RAHIM YAR KHAN"
35711	147	1	1	29.03048	70.98454	"RAHIM YAR KHAN"
35756	147	1	1	29.03052	70.98435	"RAHIM YAR KHAN"
35775	147	1	1	29.03285	70.98348	"RAHIM YAR KHAN"
35934	147	2	5	29.02652	70.96468	"RAHIM YAR KHAN"
36668	147	4	21	29.05258	70.95983	"RAHIM YAR KHAN"
36870	147	5	11	29.04168	70.96458	"RAHIM YAR KHAN"
36864	147	5	11	29.04173	70.96512	"RAHIM YAR KHAN"
36860	147	5	11	29.04095	70.96507	"RAHIM YAR KHAN"
35817	147	99	2	29.02538	70.98199	"RAHIM YAR KHAN"
35974	147	99	7	29.03017	70.96927	"RAHIM YAR KHAN"
35996	147	99	8	29.03225	70.9682	"RAHIM YAR KHAN"
36918	147	99	10	29.04127	70.95845	"RAHIM YAR KHAN"
36807	147	99	0	29.04602	70.96512	"RAHIM YAR KHAN"
35867	147	99	4	29.02903	70.97694	"RAHIM YAR KHAN"
35854	147	99	4	29.0285	70.97885	"RAHIM YAR KHAN"
36831	147	99	13	29.0421	70.96584	"RAHIM YAR KHAN"
31510	151	1	3	33.05272	71.90701	"ATTOCK"
31561	151	1	3	33.05359	71.90591	"ATTOCK"
32950	151	1	1	33.05418	71.9053	"ATTOCK"
32823	151	1	4	33.05222	71.90082	"ATTOCK"
32810	151	1	4	33.0519	71.90295	"ATTOCK"
31508	151	1	3	33.05155	71.90533	"ATTOCK"
31545	151	1	2	33.05255	71.9065	"ATTOCK"
33043	151	1	4	33.06035	71.90365	"ATTOCK"
32787	151	1	1	33.0517	71.90552	"ATTOCK"
31675	151	1	4	33.0563	71.89561	"ATTOCK"
31678	151	1	4	33.05633	71.8956	"ATTOCK"
31728	151	1	5	33.05545	71.88278	"ATTOCK"
32955	151	1	1	33.05912	71.90252	"ATTOCK"
31609	151	1	4	33.05432	71.90221	"ATTOCK"
33040	151	1	4	33.05903	71.90252	"ATTOCK"
32887	151	1	1	33.0543	71.9056	"ATTOCK"
32324	152	2	6	33.07732	71.91583	"ATTOCK"
32402	152	2	8	33.08472	71.89132	"ATTOCK"
32474	152	2	9	33.0808	71.87673	"ATTOCK"
31062	152	2	8	33.10272	71.89812	"ATTOCK"
32249	152	2	6	33.07038	71.90424	"ATTOCK"
32459	152	2	8	33.08458	71.88278	"ATTOCK"
32336	152	2	6	33.0837	71.91096	"ATTOCK"
32340	152	2	6	33.08605	71.9108	"ATTOCK"
31023	152	2	7	33.08945	71.91821	"ATTOCK"
31072	152	2	8	33.10695	71.90808	"ATTOCK"
32396	152	2	8	33.08228	71.89277	"ATTOCK"
32417	152	2	8	33.08457	71.88768	"ATTOCK"
31019	152	2	7	33.08993	71.91873	"ATTOCK"
32348	152	2	6	33.08617	71.91135	"ATTOCK"
32379	152	2	8	33.0797	71.89605	"ATTOCK"
32473	152	2	9	33.08092	71.87643	"ATTOCK"
98053	153	1	8	31.0786	72.923	"FAISALABAD"
98014	153	1	7	31.07937	72.92142	"FAISALABAD"
98023	153	1	7	31.07908	72.92133	"FAISALABAD"
87655	153	1	1	31.08063	72.92337	"FAISALABAD"
98049	153	1	8	31.07832	72.92302	"FAISALABAD"
98069	153	1	8	31.0787	72.92239	"FAISALABAD"
98025	153	1	7	31.07852	72.92167	"FAISALABAD"
87778	153	1	2	31.07992	72.9247	"FAISALABAD"
87745	153	1	2	31.07835	72.92416	"FAISALABAD"
98165	153	1	8	31.07865	72.92377	"FAISALABAD"
98092	153	1	7	31.08107	72.92213	"FAISALABAD"
98102	153	1	7	31.0798	72.92225	"FAISALABAD"
98070	153	1	7	31.07903	72.92242	"FAISALABAD"
98128	153	1	7	31.07893	72.92235	"FAISALABAD"
98042	153	1	8	31.07778	72.9224	"FAISALABAD"
87726	153	1	2	31.07908	72.92398	"FAISALABAD"
87859	154	3	6	31.07148	72.93577	"FAISALABAD"
87874	154	3	6	31.07047	72.9366	"FAISALABAD"
87826	154	3	5	31.0749	72.93115	"FAISALABAD"
87835	154	3	6	31.07172	72.93175	"FAISALABAD"
87858	154	3	6	31.07165	72.93581	"FAISALABAD"
87851	154	3	6	31.07082	72.93581	"FAISALABAD"
87876	154	3	6	31.07093	72.9363	"FAISALABAD"
87879	154	3	6	31.0706	72.93622	"FAISALABAD"
87836	154	3	6	31.07167	72.93571	"FAISALABAD"
87871	154	3	6	31.07085	72.93643	"FAISALABAD"
87877	154	3	6	31.0707	72.93598	"FAISALABAD"
87845	154	3	6	31.07102	72.93463	"FAISALABAD"
87885	154	3	6	31.07063	72.93613	"FAISALABAD"
87832	154	3	5	31.07133	72.93545	"FAISALABAD"
87849	154	3	6	31.0711	72.93494	"FAISALABAD"
87868	154	3	6	31.07203	72.93594	"FAISALABAD"
